Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,
27/08/2020,Uttarakhand,,,,348897,Samples Sent,,308314,15975,,,,,,,,,,,,,,https://twitter.com/DDnews_dehradun/status/1299014974493220864?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/PIBDehradun/status/1298271599024463876?s=20,0.00%,31.32,31316,,11141000,
28/08/2020,Uttarakhand,,,,361389,Samples Sent,,316968,18747,,,,,,,,,,,,,,https://twitter.com/DDnews_dehradun/status/1299359171125542912?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,0.00%,32.44,32438,,11141000,
29/08/2020,Uttarakhand,,,,376747,Samples Sent,,330242,19721,,,,,,,,,,,,,,https://twitter.com/PIBDehradun/status/1299728582697078785?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,0.00%,33.82,33816,,11141000,
30/08/2020,Uttarakhand,,,,384796,Samples Sent,,337445,19794,,,,,,,,,,,,,,https://twitter.com/DDnews_dehradun/status/1300084527847546880?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,0.00%,34.54,34539,,11141000,
31/08/2020,Uttarakhand,,,,394015,Samples Sent,,347554,17943,,,,,,,,,,,,,,https://twitter.com/PIBDehradun/status/1300458239931211777?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1300450065979289601?s=20,0.00%,35.37,35366,,11141000,
01/09/2020,Uttarakhand,,,,403955,Samples Sent,,357681,16964,,,,,,,,,,,,,,https://twitter.com/PIBDehradun/status/1300814155545374720?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,0.00%,36.26,36258,,11141000,
02/09/2020,Uttarakhand,,,,413595,Samples Sent,,367512,15868,,,,,,,,,,,,,,https://twitter.com/PIBDehradun/status/1301164376599064576?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,0.00%,37.12,37124,,11141000,
03/09/2020,Uttarakhand,,,,424156,Samples Sent,,378265,14447,,,,,,,,,,,,,,https://twitter.com/DDnews_dehradun/status/1301533931364167680?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,0.00%,38.07,38072,,11141000,
04/09/2020,Uttarakhand,,,,435449,Samples Sent,,387943,14992,,,,,,,,,,,,,,https://twitter.com/PIBDehradun/status/1301895203318505474?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,0.00%,39.09,39085,,11141000,
05/09/2020,Uttarakhand,,,,445277,Samples Sent,,397563,13997,,,,,,,,,,,,,,https://twitter.com/AHindinews/status/1302252414616178690?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/PIBDehradun/status/1302264208243843073?s=20,0.00%,39.97,39967,,11141000,
06/09/2020,Uttarakhand,,,,454027,Samples Sent,,405264,14167,,,,,,,,,,,,,,https://twitter.com/ANI/status/1302602489175318529?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,0.00%,40.75,40753,,11141000,
07/09/2020,Uttarakhand,,,,462803,Samples Sent,,414526,12834,,,,,,,,,,,,,,https://twitter.com/ANI/status/1302972057248907264?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,https://twitter.com/DDnews_dehradun/status/1302983544394768384?s=20,0.00%,41.54,41541,,11141000,
08/09/2020,Uttarakhand,,,,472111,Samples Sent,,422151,13797,,,,,,,,,,,,,,https://twitter.com/PIBDehradun/status/1303355362582511616?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,0.00%,42.38,42376,,11141000,
09/09/2020,Uttarakhand,,,,482663,Samples Sent,,431315,13996,,,,,,,,,,,,,,https://twitter.com/ANI/status/1303706544903565312?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,,,,,,
10/09/2020,Uttarakhand,,,,491505,Samples Sent,,440687,12451,,,,,,,,,,,,,,https://twitter.com/ANI/status/1304055876014219265?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,,,,,,
11/09/2020,Uttarakhand,,,,501880,Samples Sent,,448924,13516,,,,,,,,,,,,,,https://twitter.com/ANI/status/1304425925367533570?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,,,,,,
12/09/2020,Uttarakhand,,,,511129,Samples Sent,,456585,13877,,,,,,,,,,,,,,https://twitter.com/ANI/status/1304780317434302465?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,,,,,,
13/09/2020,Uttarakhand,,,,519869,Samples Sent,,465673,11797,,,,,,,,,,,,,,https://twitter.com/ANI/status/1305152981919322112?s=20,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,,,,,,
14/09/2020,Uttarakhand,,,,,Samples Sent,,,,,,,,,,,,,,,,,,https://health.uk.gov.in/pages/view/111-covid19-health-bulletin-for-uttarakhand-page-11,,,,,,,
01/04/2020,West Bengal,,,,659,Tested,37,568,54,,,,,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.04_.2020_.pdf,,,5.61%,0.01,7,18,96906000,
04/04/2020,West Bengal,,,,1042,Tested,,,,,,,,,,,,,,,,1800314444222,,,,0.00%,0.01,11,,96906000,
06/04/2020,West Bengal,,,,1301,Tested,,,,6889,,Institutional,4010,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_06.04_.2020(1)_.pdf,,,0.00%,0.01,13,,96906000,
07/04/2020,West Bengal,,,,1487,Tested,,,,7997,,Institutional,4394,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_07.04_.2020_.pdf,,,0.00%,0.02,15,,96906000,
09/04/2020,West Bengal,,,,1889,Tested,,,,9905,,Institutional,5188,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_09.04_.2020_.pdf,,,0.00%,0.02,19,,96906000,
10/04/2020,West Bengal,,,,2095,Tested,,,,10468,,Institutional,5638,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_10.04_.2020_.pdf,,,0.00%,0.02,22,,96906000,
11/04/2020,West Bengal,,,,2286,Tested,126,,,10609,,Institutional,6329,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_11.04_.2020_.pdf,https://www.mohfw.gov.in/,,5.51%,0.02,24,18,96906000,
12/04/2020,West Bengal,,,,2523,Tested,134,,,10730,,Institutional,6734,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_12.04_.2020_.pdf,https://www.mohfw.gov.in/,,5.31%,0.03,26,19,96906000,
13/04/2020,West Bengal,,,,2793,Tested,152,,,11039,,Institutional,7081,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_13.04_.2020_.pdf,https://www.mohfw.gov.in/,,5.44%,0.03,29,18,96906000,
14/04/2020,West Bengal,,,,3081,Tested,190,,,11470,,Institutional,7341,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_14.04_.2020_.pdf,https://www.mohfw.gov.in/,,6.17%,0.03,32,16,96906000,
15/04/2020,West Bengal,,,,3470,Tested,213,,,12086,,Institutional,7729,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_15.04_.2020_.pdf,https://www.mohfw.gov.in/,,6.14%,0.04,36,16,96906000,
16/04/2020,West Bengal,,,,3811,Tested,231,,,12196,,Institutional,8281,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_16.04_.2020_.pdf,https://www.mohfw.gov.in/,,6.06%,0.04,39,16,96906000,
17/04/2020,West Bengal,,,,4212,Tested,255,,,12691,,Institutional,8780,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_17.04_.2020_.pdf,https://www.mohfw.gov.in/,,6.05%,0.04,43,17,96906000,
18/04/2020,West Bengal,,,,4630,Tested,287,,,12998,,Institutional,9140,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_18.04_.2020_.pdf,https://www.mohfw.gov.in/,,6.20%,0.05,48,16,96906000,
19/04/2020,West Bengal,,,,5045,Tested,310,,,13560,,Institutional,9598,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_19.04_.2020_.pdf,https://www.mohfw.gov.in/,,6.14%,0.05,52,16,96906000,
20/04/2020,West Bengal,,,,5469,Tested,339,,,14330,,Institutional,9870,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_20.04_.2020_.pdf,https://www.mohfw.gov.in/,,6.20%,0.06,56,16,96906000,
21/04/2020,West Bengal,,,,6182,Tested,392,,,15259,,Institutional,10243,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_21.04_.2020_.pdf,,,6.34%,0.06,64,16,96906000,
22/04/2020,West Bengal,,,,7037,Tested,423,,,15784,,Institutional,11089,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_22.04_.2020_.pdf,https://www.mohfw.gov.in/,,6.01%,0.07,73,17,96906000,
23/04/2020,West Bengal,,,,7990,Tested,456,,,16278,,Institutional,11380,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_23.04_.2020_.pdf,https://www.mohfw.gov.in/,,5.71%,0.08,82,18,96906000,
24/04/2020,West Bengal,,,,8933,Tested,514,,,16766,,Institutional,11576,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_24.04_.2020_.pdf,https://www.mohfw.gov.in/,,5.75%,0.09,92,17,96906000,
25/04/2020,West Bengal,,,,9880,Tested,571,,,17233,,Institutional,12018,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_25.04_.2020_.pdf,https://www.mohfw.gov.in/,,5.78%,0.10,102,17,96906000,
26/04/2020,West Bengal,,,,10893,Tested,611,,,17733,,Institutional,12369,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_26.04_.2020_.pdf,https://www.mohfw.gov.in/,,5.61%,0.11,112,18,96906000,
27/04/2020,West Bengal,,,,12043,Tested,649,,,18024,,Institutional,12577,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_27.04_.2020_.pdf,https://www.mohfw.gov.in/,,5.39%,0.12,124,19,96906000,
28/04/2020,West Bengal,,,,13223,Tested,697,,,18416,,Institutional,13028,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_28.04_.2020_.pdf,https://www.mohfw.gov.in/,,5.27%,0.14,136,19,96906000,
29/04/2020,West Bengal,,,,14620,Tested,725,,,18882,,Institutional,13443,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_29.04_.2020_.pdf,https://www.mohfw.gov.in/,,4.96%,0.15,151,20,96906000,
30/04/2020,West Bengal,,,,16525,Tested,758,,,19301,,Institutional,14013,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_30.04_.2020_.pdf,https://www.mohfw.gov.in/,,4.59%,0.17,171,22,96906000,
01/05/2020,West Bengal,,,,18566,Tested,,,,19774,,Institutional,14662,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.05_.2020_.pdf,,,0.00%,0.19,192,,96906000,
02/05/2020,West Bengal,,,,20976,Tested,795,,,20288,,Institutional,15328,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_02.05_.2020_.pdf,https://www.mohfw.gov.in/,,3.79%,0.22,216,26,96906000,
03/05/2020,West Bengal,,,,22915,Tested,922,,,20741,,Institutional,15811,,,,,,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_03.05_.2020_.pdf,https://www.mohfw.gov.in/,,4.02%,0.24,236,25,96906000,
04/05/2020,West Bengal,,,,25116,Tested,1259,,,,4860,Government,16280,,,788,860,271,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_4TH_MAY_FINAL.pdf,https://twitter.com/ANI/status/1257318909599813632,,5.01%,0.26,259,20,96906000,
05/05/2020,West Bengal,,,,27571,Tested,1344,,,,4712,Government,16727,,,,860,271,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_5TH_MAY_FINAL.pdf,,,4.87%,0.28,285,21,96906000,
06/05/2020,West Bengal,,,,30141,Tested,1456,,,,4604,Government,17244,,,,860,271,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_6TH_MAY_FINAL.pdf,,,4.83%,0.31,311,21,96906000,
07/05/2020,West Bengal,,,,32752,Tested,1548,,,,4757,Government,17610,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_7TH_MAY_FINAL.pdf,,,4.73%,0.34,338,21,96906000,
08/05/2020,West Bengal,,,,35767,Tested,1678,,,,4964,Government,18304,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_8th_MAY_FINAL.pdf,,,4.69%,0.37,369,21,96906000,
09/05/2020,West Bengal,,,,39368,Tested,1786,,,,5078,Government,18796,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_9th_MAY_REPORT_FINAL.pdf,,,4.54%,0.41,406,22,96906000,
10/05/2020,West Bengal,,,,43414,Tested,1939,,,,5921,Government,19453,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_10th_MAY_REPORT_FINAL.pdf,,,4.47%,0.45,448,22,96906000,
11/05/2020,West Bengal,,,,47615,Tested,2063,,,,6689,Government,19945,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_11th_MAY_REPORT_FINAL.pdf,,,4.33%,0.49,491,23,96906000,
12/05/2020,West Bengal,,,,52622,Tested,2173,,,,6978,Government,21022,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_12th_MAY_REPORT_FINAL.pdf,,,4.13%,0.54,543,24,96906000,
13/05/2020,West Bengal,,,,57632,Tested,2290,,,,8146,Government,21794,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_13th_MAY_REPORT_FINAL.pdf,,,3.97%,0.59,595,25,96906000,
14/05/2020,West Bengal,,,,62837,Tested,2377,,,,8908,Government,22696,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_14th_MAY_REPORT_FINAL.pdf,,,3.78%,0.65,648,26,96906000,
15/05/2020,West Bengal,,,,69543,Tested,2461,,,,8882,Government,24389,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_15th_MAY_REPORT_FINAL.pdf,,,3.54%,0.72,718,28,96906000,
16/05/2020,West Bengal,,,,77288,Tested,2576,,,,9667,Government,25804,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_16th_MAY_REPORT_FINAL.pdf,https://t.me/indiacovid/4864,,3.33%,0.80,798,30,96906000,
17/05/2020,West Bengal,,,,85956,Tested,2677,,,,10561,Government,27740,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_17th_MAY_REPORT_FINAL.pdf,,,3.11%,0.89,887,32,96906000,
18/05/2020,West Bengal,,,,93570,Tested,2825,,,,11571,Government,29615,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_18th_MAY_REPORT_FINAL.pdf,,,3.02%,0.97,966,33,96906000,
19/05/2020,West Bengal,,,,102282,Tested,2961,,,,12482,Government,32112,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_19th_MAY_REPORT_FINAL.pdf,,,2.89%,1.06,1055,35,96906000,
20/05/2020,West Bengal,,,,111002,Tested,3103,,,,12661,Government,34104,,,,907,392,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_20th_MAY_REPORT_FINAL.pdf,https://t.me/indiacovid/5189,,2.80%,1.15,1145,36,96906000,
21/05/2020,West Bengal,,,,115244,Tested,3197,,,,13044,Government,35899,,,,920,392,,,,1800314444222,https://twitter.com/wbdhfw/status/1263497291618570246?s=09,,,2.77%,1.19,1189,36,96906000,
22/05/2020,West Bengal,,,,120599,Tested,3332,,,,14614,Government,36651,,,,920,392,1024762,496040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_22nd_MAY_REPORT_FINAL.pdf,https://t.me/indiacovid/5334,,2.76%,1.24,1244,36,96906000,
23/05/2020,West Bengal,,,,129608,Tested,3459,,,,15193,Government,38089,,,,920,392,1032762,501040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_23rd_MAY_REPORT_FINAL.pdf,,,2.67%,1.34,1337,37,96906000,
24/05/2020,West Bengal,,,,138824,Tested,3667,,,,16265,Government,39538,,,,920,392,1047762,507040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_24th_MAY_REPORT_FINAL.pdf,,,2.64%,1.43,1433,38,96906000,
25/05/2020,West Bengal,,,,148049,Tested,3816,,,,17171,Government,40790,,,,920,392,1062762,512040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_25th_MAY_REPORT_FINAL.pdf,,,2.58%,1.53,1528,39,96906000,
26/05/2020,West Bengal,,,,157277,Tested,4009,,,,18146,Government,42202,,,,920,392,1078762,517040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_26th_MAY_REPORT_FINAL.pdf,https://t.me/indiacovid/5581,,2.55%,1.62,1623,39,96906000,
27/05/2020,West Bengal,,,,166513,Tested,4192,,,,18121,Government,44075,,,,920,392,1090762,527040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_27th_MAY_REPORT_FINAL.pdf,,,2.52%,1.72,1718,40,96906000,
28/05/2020,West Bengal,,,,175769,Tested,4536,,,,17421,Government,46027,,,,920,392,1104762,557040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_28th_MAY_REPORT_DRAFT.pdf,https://t.me/indiacovid/5740,,2.58%,1.81,1814,39,96906000,
29/05/2020,West Bengal,,,,185051,Tested,4813,,,,16502,Government,47988,,,,920,392,1118262,582040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_29th_MAY_REPORT_FINAL.pdf,https://t.me/indiacovid/5836,,2.60%,1.91,1910,38,96906000,
30/05/2020,West Bengal,,,,194397,Tested,5130,,,,16152,Government,50185,,,,920,392,1132262,597040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_30th_MAY_REPORT_FINAL.pdf,,,2.64%,2.01,2006,38,96906000,
31/05/2020,West Bengal,,,,203751,Tested,5501,,,,16818,Government,51887,,,,920,392,1144262,603040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_31st_MAY_REPORT_FINAL.pdf,,,2.70%,2.10,2103,37,96906000,
01/06/2020,West Bengal,,,,213231,Tested,5772,,,,17037,Government,53032,,,,920,392,1156262,628040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_1st_JUNE_REPORT_FINAL.pdf,,,2.71%,2.20,2200,37,96906000,
02/06/2020,West Bengal,,,,222726,Tested,6168,,,,17804,Government,54421,,,,920,392,1171262,643040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_2nd_JUNE_REPORT_FINAL.pdf,,,2.77%,2.30,2298,36,96906000,
03/06/2020,West Bengal,,,,232225,Tested,6508,,,,18525,Government,56118,,,,920,392,1186262,653040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_3rd_JUNE_REPORT_FINAL.pdf,,,2.80%,2.40,2396,36,96906000,
04/06/2020,West Bengal,,,,241831,Tested,6876,,,,20662,Government,57940,,,,920,392,1201262,661040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_4th_JUNE_REPORT_FINAL.pdf,,,2.84%,2.50,2496,35,96906000,
05/06/2020,West Bengal,,,,251517,Tested,7303,,,,23077,Government,59700,,,,920,392,1216262,671040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_5th_JUNE_REPORT_FINAL.pdf,,,2.90%,2.60,2595,34,96906000,
06/06/2020,West Bengal,,,,261288,Tested,7738,,,,22669,Government,63450,,,,920,392,1232262,677040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_6th_JUNE_REPORT_FINAL1.pdf,,,2.96%,2.70,2696,34,96906000,
07/06/2020,West Bengal,,,,271074,Tested,8187,,,,22695,Government,65761,,,,920,392,1247262,682040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_7th_JUNE_REPORT_FINAL.pdf,,,3.02%,2.80,2797,33,96906000,
08/06/2020,West Bengal,,,,280098,Tested,8613,,,,22731,Government,680271,,,,920,392,1263262,689040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_8thJune_FINAL.pdf,,,3.07%,2.89,2890,33,96906000,
09/06/2020,West Bengal,,,,287900,Tested,8985,,,,22106,Government,69904,,,,920,392,1277262,695040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_9th_JUNE_REPORT_FINAL.pdf,,,3.12%,2.97,2971,32,96906000,
10/06/2020,West Bengal,,,,297419,Tested,9328,,,,20275,Government,73406,,,,920,392,1291262,703040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_10th_JUNE_REPORT_FINAL.pdf,,,3.14%,3.07,3069,32,96906000,
11/06/2020,West Bengal,,,,306941,Tested,9768,,,,18671,Government,75612,,,,920,392,1307262,708040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_11th_JUNE_REPORT_FINAL.pdf,,,3.18%,3.17,3167,31,96906000,
12/06/2020,West Bengal,,,,315699,Tested,10244,,,,17036,Government,77947,,,,920,392,1321262,714040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_12th_JUNE_REPORT_FINAL.pdf,,,3.24%,3.26,3258,31,96906000,
13/06/2020,West Bengal,,,,324707,Tested,10698,,,,14941,Government,80803,,,,920,392,1336262,744040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_13th_JUNE_REPORT_FINAL.pdf,,,3.29%,3.35,3351,30,96906000,
14/06/2020,West Bengal,,,,333733,Tested,11087,,,,14259,Government,81930,,,,920,392,1366262,764040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_14th_JUNE_REPORT_FINAL.pdf,,,3.32%,3.44,3444,30,96906000,
15/06/2020,West Bengal,,,,343242,Tested,11494,,,,13128,Government,83335,,,,920,392,1386262,779040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_15th_JUNE_REPORT_FINAL.pdf,,,3.35%,3.54,3542,30,96906000,
16/06/2020,West Bengal,,,,351754,Tested,11909,,,,12237,Government,84701,,,,920,392,1401262,799040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_16th_JUNE_REPORT_FINAL.pdf,,,3.39%,3.63,3630,30,96906000,
17/06/2020,West Bengal,,,,360976,Tested,12300,,,,11434,Government,84910,,,,948,395,1431262,814040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_17th_JUNE_REPORT_FINAL.pdf,,,3.41%,3.73,3725,29,96906000,
18/06/2020,West Bengal,,,,370291,Tested,12735,,,,10110,Government,86512,,,,948,395,1456262,834040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_18th_JUNE_REPORT_FINAL.pdf,,,3.44%,3.82,3821,29,96906000,
19/06/2020,West Bengal,,,,380612,Tested,13090,,,,9484,Government,88279,,,,948,395,1486262,849040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_19th_JUNE_REPORT_FINAL.pdf,,,3.44%,3.93,3928,29,96906000,
20/06/2020,West Bengal,,,,390942,Tested,13531,,,,9123,Government,89421,,,,948,395,1501262,863040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_20th_JUNE_REPORT_FINAL.pdf,https://t.me/indiacovid/7815,,3.46%,4.03,4034,29,96906000,
21/06/2020,West Bengal,,,,401491,Tested,13945,,,,8897,Government,90350,,,,948,395,1521262,883040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_21st_JUNE_REPORT_FINAL2.pdf,,,3.47%,4.14,4143,29,96906000,
22/06/2020,West Bengal,,,,410854,Tested,14358,,,,,,,,,,948,395,,,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_22nd_JUNE_REPORT_FINAL1.pdf,,,3.49%,4.24,4240,29,96906000,
23/06/2020,West Bengal,,,,420277,Tested,14728,,,,8819,Government,91469,,,,948,395,1546262,913040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_23rd_JUNE_REPORT_FINAL.pdf,,,3.50%,4.34,4337,29,96906000,
24/06/2020,West Bengal,,,,429766,Tested,15173,,,,8585,Government,92189,,,,948,395,1558262,931040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_24th_JUNE_REPORT_FINAL.pdf,,,3.53%,4.43,4435,28,96906000,
